0.330399 9
0.3593 23
0.3882 48
0.4171 106
0.446 172
0.4749 64
0.5038 43
0.5327 20
0.5616 4
0.5905 2
0.6194 2
0.6483 2
0.6772 2
0.7061 2
0.735 1
0.7639 0
0.7928 0
0.8217 0
0.8506 0
0.8795 0
0.9084 1
