32 272.109 264.174
48 956.175 871.003
64 1277.45 1200
96 1253.26 1062.97
128 1069.34 971.786
192 3585.43 3225.61
256 11583.7 10402.8
384 11707.3 10016.3
512 21649 19394.9
768 12549 11005.2
1024 17917.8 16363.7
1536 25858.6 20992.1
2048 17632.4 14418.1
3072 29868.7 28316.3
4096 91633.1 72041.3
6144 185339 171829
8192 252450 221648
12288 383401 284237
16384 525971 418823
24576 736912 676893
32768 941609 517230
